ID,NameSubtext_lang,Description_lang,AuraDescription_lang
446640,,Cleaned! Good as new!,
446660,,,
446661,,,
446662,,,
446665,,Enter the dream of a targeted friend.,Dream merging.
446666,,,
446667,,,
446668,,,
446669,,Enter another area engulfed in nightmare.,Drifting across the dreamscape...
446670,,,
446671,,,
446672,,Transmute 100 Copper Massacre Coins into 1 Silver Massacre Coin.,
446673,,,Possessed by corrupted blood.
446674,,Transmute 100 Silver Massacre Coins into 1 Gold Massacre Coin.,
446675,,Restores $446677s1 health and mana when you kill a target that gives experience or honor. This effect cannot occur more than once every 10 seconds.,
446676,,Receive tokens for your service to the Blood God.,
446677,,$s1 health and mana restored.,
446678,,,
446685,,Summons and dismisses a rideable Blood-crazed Spirit.,Increases speed by $s2%.
446687,,"Increases the damage or healing of your next attack, ability, or spell by $s1.","Damage or healing of your next attack, ability, or spell increased by $s1."
446689,,"Increases the damage or healing of your next attack, ability, or spell by $446687s1 when you kill a target that gives experience or honor. This effect cannot occur more than once every 10 seconds.",
446695,,"Increases critical strike chance by $s1%, spell damage by $s2, and all stats by $s3%. 120 minute duration.","Increases critical strike chance by $s1%, spell damage by $s2, and all stats by $s3%. 120 minute duration."
446696,,,
446697,,,
446698,,"Increases critical strike chance by $s1%, spell damage by $s2, and all stats by $s3%. 120 minute duration.","Increases critical strike chance by $s1%, spell damage by $s2, and all stats by $s3%. 120 minute duration."
446699,,,
446702,,,You've been spotted! Fire damage inflicted every $t1 sec.
446703,,,Watching for thieves.
446704,,"Catch the attention of a Delirious Ancient, drawing it into combat.",
446705,,Your harmful spells have a chance to increase your spell damage by $446706s1 for $446706d.,
446706,,,Spell damage increased by $s1.
446707,,"Inflicts the target with Parasomnia, causing it to wander aimlessly for up to $d.",Disoriented.
446708,,"+$s1 Attack Power in Cat, Bear, and Dire Bear forms only.",
446709,,Increases your melee and ranged attack power by $s1.  Effect lasts for $d.,Increases melee and ranged attack power by $s1.
446710,,"Invoke the Power of the Dream lasting for $446712d.  While standing in this circle, the caster gains $446712s1 healing power.","While standing in the circle, the caster gains $446712s1 healing power."
446711,,,Up to $446712s1 healing granted to the invoker of the circle.
446712,,Increases healing power by $s1 for $d.,Increased healing by $s1.
446713,,,Restores $/5;s1 health per second.
446714,,,Restores $/5;s2 mana per second.
446715,,Restores $446713o1 health and $446714o2 mana over $446714d.  Must remain seated while eating. ,
446716,,,Mama's not going to be happy...
446720,,"Uh oh, someone indulged in something pungent...","Uh oh, someone indulged in something pungent..."
446721,,,
446722,,Chance on hit to increase Strength by $s1 for $d.,Strength Increased by $s1.
446723,,Chance on hit to increase Strength by $446722s1 for $446722d.,Strength Increased by $446722s1.
446724,,Your ranged attacks leech $446725s1 health from targets.,
446725,,Leech $446725s1 health worth of Shadow Damage.,
446727,,+$s1 Attack Power when fighting Dragonkin.,
446728,,The caster stuns targets for $d.,Stunned.
446729,,Increases run speed by $s1% for $d1.,Increases run speed by $s1%.
446730,,Increase the range of your Flame Shock spell by $s1 yards.,
446731,,"Hurls the spear at the target, immobilizing them for $d.",Immobilized.
446732,,$@spelldesc424574,Inflicts eye-opening damage.
446733,,"Takes control of a humanoid enemy up to level $s1 for $d, increases the magical damage it deals by $s2, and increases the Physical damage it deals by $s3.","Charmed.
Magical damage dealt is increased by $s2.
Physical damage dealt is increased by $s3."
446762,,,
446771,,,
446772,,,
446773,,,
446783,,Restore $10/;s1 Rage.,Chance on successful heals to restore your target's primary resource.
446785,,Restore $s1 Energy.,Chance on successful heals to restore your target's primary resource.
446786,,Restore $s1% Mana.,Chance on successful heals to restore your target's primary resource.
446792,,"Restore $446785s1 Energy, $446786s1% Mana, or $446783s1 Rage.",Chance on successful heals to restore your target's primary resource.
446802,,Combine the Fragment of Fire with Elemental Essences. May help with finding the corrupted shrine.,
446803,,Combine the Fragment of Earth with Elemental Essences. May help with finding the corrupted shrine.,
446804,,Combine the Fragment of Water with Elemental Essences. May help with finding the corrupted shrine.,
446806,,Hexes yourself to be a bit harder to detect in Sunken Temple.,Nothing out of the ordinary here.
446810,,Deals $s1 shadow damage.,
446838,,Opens Old Chest,
446847,,,
446851,,,
446860,,,
446888,,Damage taken while performing the Totem Challenge is increased by $s1%.,Damage taken while performing the Totem Challenge is increased by $s1%.
446889,,,
446891,,"Summon the Spirit of Agamaggan. May only be used at the top of the Spiral of Thorns in Razorfen Downs, after defeating all nearby enemies.",
446898,,,
446901,,,
446906,,,
446908,,,
446912,,Enter another area engulfed in nightmare.,Drifting across the dreamscape...
446925,,"Creates a pool of nauseating gas, which inflicts $438136s1 Nature damage to players within and reducing their attack and cast speed by $438136s2%.",
447031,,,
447032,,,
447033,,,
447036,,,
447037,,,
447040,,,
447051,,A cipher is needed to understand the Warlock's notes. Who knows what magic it contains?,
447054,,,
447106,,,
447138,,,
447238,,"Inflicts $s1 damage on enemies in a cone behind the caster, knocking them back.",
447255,,+$s1 Attack Power when fighting Dragonkin.,
447256,,,
447259,,,"You feel strangely energized, as if zapped by static."
447260,,,
447267,,,You feel electrically charged!
447274,,"+$s1 Attack Power in Cat, Bear, and Dire Bear forms only.",
447280,,,The deafening roar tears open new rifts.
447282,,,The deafening roar tears open new rifts.
447283,,,The deafening roar tears open new rifts.
447297,,,
447298,,,
447299,,,
447300,,,
447301,Rank 1,You attack all nearby enemies for $d causing weapon damage plus an additional $9633s1 every $t1 sec.,Attacking all nearby enemies for weapon damage + $9633s1.
447302,,,
447397,,,The deafening roar tears open new rifts.
447409,,,
447472,,Combine 3 Satyrweed samples to brew a tincture.,
447475,,Cure a creature of Satyr corruption.,
447483,,,
447537,,Combine the collected reagents into a rune that will teach a new Engraving spell.,
447544,,,
447546,,Inflicts Fire damage to an enemy.,
447547,,"Calls down a pillar of flame, burning all enemies in a selected area and inflicting additional damage every $t2 sec. for $d.",Fire damage inflicted every $t2 sec.
447548,,"Deals nature damage to enemies in an area over $d, slowing their movement by $s2% and increasing the time between their attacks by $s3%.","Deals nature damage every $t sec.
Reduces movement speed by $s2%.
Time between attacks increased by $s3%."
447549,Rank 5,"The priest becomes surrounded with anti-magic energy.  Any successful spell cast against the priest will burn $19270s1 of the attacker's Mana, causing 1 Shadow damage for each point of Mana burned.  Lasts $d.","Anti-magic energy will burn $19270s1 of the attacker's Mana, causing 1 Shadow damage for each point of Mana burned."
447550,,,
447551,,,
447553,,,
447554,,,A strange slumber unaffected by most sources. May be broken with the right reagent and fel magic.
447555,,,Stunned.
447556,,Combine the collected reagents into a fragile staff that can end Undying Slumber.,
447557,,Awaken the current target from Undying Slumber.,
447561,,,
447562,,,
447563,,"Blinds the target, causing it to wander disoriented for up to $d.  Any damage caused will remove the effect.",Disoriented.
447564,,,
447569,,,
447578,,,"Harrowed by glimpses of the nightmare.
Suffering harmful effects."
447579,,,"Harrowed by glimpses of the nightmare.
Suffering harmful effects."
447580,,,"Harrowed by glimpses of the nightmare.
Suffering harmful effects."
447581,,$@spelldesc998,$@spelldesc998
447582,,,
447584,,,
447585,,,$@spellaura27605
447586,,Summons $s1 $lTreant Ally:Treant Allies; to accompany the caster until dismissed.,
447587,,Summons $s1 $lForce of Nature:Forces of Nature; to aid the caster in battle for $d.,
447588,,,$@spelldesc424574
447589,,"Silences nearby enemies, preventing them from casting spells for $d.",Cannot cast spells.
447590,,Weaken Calefactus the Unleashed.,Rooted. Causes $s2 Fire damage every $t2 seconds.
447591,,,Cannot be killed.
447890,,,Hard sleep.
447891,,"Stuns an enemy, rendering it unable to move or attack for $d.",Stunned.
447892,,,"Armor increased by $s1.
Movement speed reduced by $s2%."
447894,,"Poison the enemy dealing $s3 Nature damage, reducing Nature resistance by $s1 and increasing Holy and Nature damage taken by $s2% for $d. Only affects enemies level 55 and below.",Nature resistance reduced by $s1.  Holy and Nature spell damage taken increased by $s2%.
447895,,,
447899,,,
447906,,,
447907,,,
447914,,,
447920,,,
447935,,,
447947,,,
447986,,,
447993,,,
448084,,"Increases damage done by spells by up to $s1, healing done by up to $s3, and mana regeneration by $s2 mana per 5 sec for $d. The benefits of this flask only apply in areas under the influence of the nightmare.","Spell damage increased by $s1, healing increased by $s3, and regenerating $s2 mana per 5 sec."
448085,,,
448106,,,
448107,,Increases the Physical damage taken by nearby enemies by $s1 for $d.,Physical damage taken is increased by $s1.
448149,,Learn a new Engraving ability.,
448152,,,
448156,,Reach into your coin purse and throw a handful of currency at your foes.,Pelted in the face with a handful of coins.
448159,,,
448160,,Reach into your coin purse and throw a handful of currency at your foes.,Pelted in the face with a handful of coins.
448223,,"Acid rain falls from above, inflicting $s1 Nature damage to players struck.",
448226,,,
448231,,,
448232,,,
448244,,,
448245,,,
448246,,$@spelldesc445575,
448253,,,
448255,,,
448259,,,
448283,,,
448308,,,
448323,,Summons $s1 $lFire Elemental:Fire Elementals; to accompany the caster until dismissed.,
448324,,Improves your chance to get a critical strike with all spells and attacks by $s1%.,
448325,,,
448340,,,
